"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 09 21:34:03 ICT 2023","Mon Jan 09 21:34:44 ICT 2023","40410","Regression","Global UI","tests.global.footer.FooterTest","tests.global.footer.FooterTest","testFooterLoginPage","testFooterLoginPage",""
